"Id","IdDec","Name","Base","Offset","File","Line"
"0x5362","21346","CS_CHGMODERECALLMON_REQ","CS_MAP","0x00E2","CSProtocol.h","1824"
"0x5363","21347","CS_INVENADD_REQ","CS_MAP","0x00E3","CSProtocol.h","1827"
"0x5364","21348","CS_INVENADD_ACK","CS_MAP","0x00E4","CSProtocol.h","1831"
"0x5365","21349","CS_INVENDEL_REQ","CS_MAP","0x00E5","CSProtocol.h","1836"
"0x5366","21350","CS_INVENDEL_ACK","CS_MAP","0x00E6","CSProtocol.h","1840"
"0x5367","21351","CS_INVENMOVE_REQ","CS_MAP","0x00E7","CSProtocol.h","1843"
"0x5368","21352","CS_INVENMOVE_ACK","CS_MAP","0x00E8","CSProtocol.h","1846"
"0x5369","21353","CS_RESETHOST_REQ","CS_MAP","0x00E9","CSProtocol.h","1850"
"0x536A","21354","CS_GATEADD_ACK","CS_MAP","0x00EA","CSProtocol.h","1854"
"0x536B","21355","CS_GATEDEL_ACK","CS_MAP","0x00EB","CSProtocol.h","1857"
"0x536C","21356","CS_GATECHANGE_ACK","CS_MAP","0x00EC","CSProtocol.h","1859"
"0x536D","21357","CS_SWITCHADD_ACK","CS_MAP","0x00ED","CSProtocol.h","1862"
"0x536E","21358","CS_SWITCHDEL_ACK","CS_MAP","0x00EE","CSProtocol.h","1865"
"0x536F","21359","CS_SWITCHCHANGE_REQ","CS_MAP","0x00EF","CSProtocol.h","1867"
"0x5370","21360","CS_SWITCHCHANGE_ACK","CS_MAP","0x00F0","CSProtocol.h","1869"
"0x5371","21361","CS_REGION_REQ","CS_MAP","0x00F1","CSProtocol.h","1872"
"0x5372","21362","CS_LOOPSKILL_REQ","CS_MAP","0x00F2","CSProtocol.h","1879"
"0x5373","21363","CS_LOOPSKILL_ACK","CS_MAP","0x00F3","CSProtocol.h","1894"
"0x5374","21364","CS_ADDSELFOBJ_ACK","CS_MAP","0x00F4","CSProtocol.h","1917"
"0x5375","21365","CS_DELSELFOBJ_ACK","CS_MAP","0x00F5","CSProtocol.h","1969"
"0x5376","21366","CS_PROTECTEDLIST_ACK","CS_MAP","0x00F6","CSProtocol.h","1973"
"0x5377","21367","CS_PROTECTEDADD_REQ","CS_MAP","0x00F7","CSProtocol.h","1980"
"0x5378","21368","CS_PROTECTEDADD_ACK","CS_MAP","0x00F8","CSProtocol.h","1982"
"0x5379","21369","CS_PROTECTEDERASE_REQ","CS_MAP","0x00F9","CSProtocol.h","1987"
"0x537A","21370","CS_PROTECTEDERASE_ACK","CS_MAP","0x00FA","CSProtocol.h","1989"
"0x537B","21371","CS_REVIVALASK_REQ","CS_MAP","0x00FB","CSProtocol.h","1993"
"0x537C","21372","CS_REVIVALASK_ACK","CS_MAP","0x00FC","CSProtocol.h","1999"
"0x537D","21373","CS_CORPSHP_REQ","CS_MAP","0x00FD","CSProtocol.h","2005"
"0x537E","21374","CS_CORPSHP_ACK","CS_MAP","0x00FE","CSProtocol.h","2011"
"0x537F","21375","CS_PARTYMOVE_REQ","CS_MAP","0x00FF","CSProtocol.h","2017"
"0x5380","21376","CS_PARTYMOVE_ACK","CS_MAP","0x0100","CSProtocol.h","2022"
"0x5381","21377","CS_CHGPARTYCHIEF_REQ","CS_MAP","0x0101","CSProtocol.h","2025"
"0x5382","21378","CS_CHGPARTYCHIEF_ACK","CS_MAP","0x0102","CSProtocol.h","2028"
"0x5383","21379","CS_CHGCORPSCOMMANDER_REQ","CS_MAP","0x0103","CSProtocol.h","2031"
"0x5384","21380","CS_CHGCORPSCOMMANDER_ACK","CS_MAP","0x0104","CSProtocol.h","2034"
"0x5385","21381","CS_REPORTENEMYLIST_ACK","CS_MAP","0x0105","CSProtocol.h","2037"
"0x5386","21382","CS_CHGSQUADCHIEF_ACK","CS_MAP","0x0106","CSProtocol.h","2041"
"0x5387","21383","CS_REVIVALREPLY_ACK","CS_MAP","0x0107","CSProtocol.h","2045"
"0x5388","21384","CS_DROPDAMAGE_REQ","CS_MAP","0x0108","CSProtocol.h","2049"
"0x5389","21385","CS_DROPDAMAGE_ACK","CS_MAP","0x0109","CSProtocol.h","2056"
"0x538A","21386","CS_SETRETURNPOS_REQ","CS_MAP","0x010A","CSProtocol.h","2061"
"0x538B","21387","CS_SETRETURNPOS_ACK","CS_MAP","0x010B","CSProtocol.h","2064"
"0x538C","21388","CS_DEALITEMASK_REQ","CS_MAP","0x010C","CSProtocol.h","2067"
"0x538D","21389","CS_DEALITEMASK_ACK","CS_MAP","0x010D","CSProtocol.h","2070"
"0x538E","21390","CS_DEALITEMRLY_REQ","CS_MAP","0x010E","CSProtocol.h","2073"
"0x538F","21391","CS_DEALITEMSTART_ACK","CS_MAP","0x010F","CSProtocol.h","2077"
"0x5390","21392","CS_DEALITEMADD_REQ","CS_MAP","0x0110","CSProtocol.h","2079"
"0x5391","21393","CS_DEALITEMADD_ACK","CS_MAP","0x0111","CSProtocol.h","2089"
"0x5392","21394","CS_DEALITEM_REQ","CS_MAP","0x0112","CSProtocol.h","2115"
"0x5393","21395","CS_DEALITEMEND_ACK","CS_MAP","0x0113","CSProtocol.h","2118"
"0x5394","21396","CS_MONMONEYTAKE_REQ","CS_MAP","0x0114","CSProtocol.h","2122"
"0x5399","21401","CS_STOREOPEN_REQ","CS_MAP","0x0119","CSProtocol.h","2125"
"0x539A","21402","CS_STOREOPEN_ACK","CS_MAP","0x011A","CSProtocol.h","2136"
"0x539B","21403","CS_STORECLOSE_REQ","CS_MAP","0x011B","CSProtocol.h","2140"
"0x539C","21404","CS_STORECLOSE_ACK","CS_MAP","0x011C","CSProtocol.h","2141"
"0x539D","21405","CS_STOREITEMLIST_REQ","CS_MAP","0x011D","CSProtocol.h","2144"
"0x539E","21406","CS_STOREITEMLIST_ACK","CS_MAP","0x011E","CSProtocol.h","2146"
"0x539F","21407","CS_STOREITEMBUY_REQ","CS_MAP","0x011F","CSProtocol.h","2174"
"0x53A0","21408","CS_STOREITEMBUY_ACK","CS_MAP","0x0120","CSProtocol.h","2178"
"0x53A1","21409","CS_STOREITEMSELL_ACK","CS_MAP","0x0121","CSProtocol.h","2182"
"0x53A2","21410","CS_POSTSEND_REQ","CS_MAP","0x0122","CSProtocol.h","2186"
"0x53A3","21411","CS_POSTSEND_ACK","CS_MAP","0x0123","CSProtocol.h","2196"
"0x53A4","21412","CS_POSTRECV_ACK","CS_MAP","0x0124","CSProtocol.h","2198"
"0x53A5","21413","CS_POSTLIST_ACK","CS_MAP","0x0125","CSProtocol.h","2206"
"0x53A6","21414","CS_POSTVIEW_REQ","CS_MAP","0x0126","CSProtocol.h","2219"
"0x53A7","21415","CS_POSTVIEW_ACK","CS_MAP","0x0127","CSProtocol.h","2221"
"0x53A8","21416","CS_POSTDEL_REQ","CS_MAP","0x0128","CSProtocol.h","2249"
"0x53A9","21417","CS_POSTDEL_ACK","CS_MAP","0x0129","CSProtocol.h","2251"
"0x53AA","21418","CS_POSTGETITEM_REQ","CS_MAP","0x012A","CSProtocol.h","2253"
"0x53AB","21419","CS_POSTGETITEM_ACK","CS_MAP","0x012B","CSProtocol.h","2255"
"0x53AC","21420","CS_POSTRETURN_REQ","CS_MAP","0x012C","CSProtocol.h","2257"
"0x53AD","21421","CS_POSTRETURN_ACK","CS_MAP","0x012D","CSProtocol.h","2260"
"0x53AE","21422","CS_PETMAKE_REQ","CS_MAP","0x012E","CSProtocol.h","2263"
"0x53AF","21423","CS_PETMAKE_ACK","CS_MAP","0x012F","CSProtocol.h","2267"
"0x53B0","21424","CS_PETDEL_REQ","CS_MAP","0x0130","CSProtocol.h","2272"
"0x53B1","21425","CS_PETDEL_ACK","CS_MAP","0x0131","CSProtocol.h","2274"
"0x53B2","21426","CS_PETLIST_ACK","CS_MAP","0x0132","CSProtocol.h","2277"
"0x53B3","21427","CS_PETRECALL_REQ","CS_MAP","0x0133","CSProtocol.h","2285"
"0x53B4","21428","CS_PETRECALL_ACK","CS_MAP","0x0134","CSProtocol.h","2293"
"0x53B5","21429","CS_PETRIDING_REQ","CS_MAP","0x0135","CSProtocol.h","2296"
"0x53B6","21430","CS_PETRIDING_ACK","CS_MAP","0x0136","CSProtocol.h","2299"
"0x53B7","21431","CS_OTHERSELF_REQ","CS_MAP","0x0137","CSProtocol.h","2304"
"0x53B8","21432","CS_OTHERSELF_ACK","CS_MAP","0x0138","CSProtocol.h","2307"
"0x53B9","21433","CS_BEGINTELEPORT_ACK","CS_MAP","0x0139","CSProtocol.h","2356"
"0x53BB","21435","CS_SHUTDOWN_ACK","CS_MAP","0x013B","CSProtocol.h","2359"
"0x53BC","21436","CS_DISCONNECT_REQ","CS_MAP","0x013C","CSProtocol.h","2360"
"0x53BD","21437","CS_CHGCHANNEL_REQ","CS_MAP","0x013D","CSProtocol.h","2361"
"0x53BE","21438","CS_CHGCHANNEL_ACK","CS_MAP","0x013E","CSProtocol.h","2363"
"0x53BF","21439","CS_TESTMSG_ACK","CS_MAP","0x013F","CSProtocol.h","2365"
"0x53C0","21440","CS_CHGPARTYTYPE_REQ","CS_MAP","0x0140","CSProtocol.h","2368"
"0x53C1","21441","CS_CHGPARTYTYPE_ACK","CS_MAP","0x0141","CSProtocol.h","2370"
"0x53C2","21442","CS_PARTYITEMTAKE_ACK","CS_MAP","0x0142","CSProtocol.h","2374"
"0x53C4","21444","CS_GETITEM_ACK","CS_MAP","0x0144","CSProtocol.h","2395"
"0x53C5","21445","CS_EXITMAP_REQ","CS_MAP","0x0145","CSProtocol.h","2415"
"0x53C6","21446","CS_CANCELSKILL_REQ","CS_MAP","0x0146","CSProtocol.h","2417"
"0x53C7","21447","CS_DUELINVITE_REQ","CS_MAP","0x0147","CSProtocol.h","2420"
"0x53C8","21448","CS_DUELINVITE_ACK","CS_MAP","0x0148","CSProtocol.h","2422"
"0x53C9","21449","CS_DUELINVITEREPLY_REQ","CS_MAP","0x0149","CSProtocol.h","2424"
"0x53CA","21450","CS_DUELSTART_ACK","CS_MAP","0x014A","CSProtocol.h","2427"
"0x53CB","21451","CS_DUELEND_REQ","CS_MAP","0x014B","CSProtocol.h","2431"
"0x53CC","21452","CS_DUELEND_ACK","CS_MAP","0x014C","CSProtocol.h","2432"
"0x53CD","21453","CS_DUELSTANDBY_ACK","CS_MAP","0x014D","CSProtocol.h","2434"
"0x53CE","21454","CS_GETTARGET_REQ","CS_MAP","0x014E","CSProtocol.h","2440"
"0x53CF","21455","CS_GETTARGET_ACK","CS_MAP","0x014F","CSProtocol.h","2442"
"0x53D0","21456","CS_GETTARGETANS_REQ","CS_MAP","0x0150","CSProtocol.h","2445"
"0x53D1","21457","CS_GETTARGETANS_ACK","CS_MAP","0x0151","CSProtocol.h","2449"
"0x53D2","21458","CS_MONITEMTAKEALL_REQ","CS_MAP","0x0152","CSProtocol.h","2451"
"0x53D3","21459","CS_SMSSEND_REQ","CS_MAP","0x0153","CSProtocol.h","2453"
"0x53D4","21460","CS_SMSSEND_ACK","CS_MAP","0x0154","CSProtocol.h","2459"
"0x53D5","21461","CS_GUILDLOCALLIST_REQ","CS_MAP","0x0155","CSProtocol.h","2465"
"0x53D6","21462","CS_GUILDLOCALLIST_ACK","CS_MAP","0x0156","CSProtocol.h","2466"
"0x53D7","21463","CS_GUILDLOCALRETURN_REQ","CS_MAP","0x0157","CSProtocol.h","2504"
"0x53D8","21464","CS_GUILDLOCALRETURN_ACK","CS_MAP","0x0158","CSProtocol.h","2506"
"0x53D9","21465","CS_GUILDCABINETLIST_REQ","CS_MAP","0x0159","CSProtocol.h","2510"
"0x53DA","21466","CS_GUILDCABINETLIST_ACK","CS_MAP","0x015A","CSProtocol.h","2511"
"0x53DB","21467","CS_GUILDCABINETPUTIN_REQ","CS_MAP","0x015B","CSProtocol.h","2537"
"0x53DC","21468","CS_GUILDCABINETPUTIN_ACK","CS_MAP","0x015C","CSProtocol.h","2541"
"0x53DD","21469","CS_GUILDCABINETTAKEOUT_REQ","CS_MAP","0x015D","CSProtocol.h","2545"
"0x53DE","21470","CS_GUILDCABINETTAKEOUT_ACK","CS_MAP","0x015E","CSProtocol.h","2550"
"0x53DF","21471","CS_GUILDCONTRIBUTION_REQ","CS_MAP","0x015F","CSProtocol.h","2554"
"0x53E0","21472","CS_GUILDCONTRIBUTION_ACK","CS_MAP","0x0160","CSProtocol.h","2559"
"0x53E1","21473","CS_GUILDARTICLELIST_REQ","CS_MAP","0x0161","CSProtocol.h","2563"
"0x53E2","21474","CS_GUILDARTICLELIST_ACK","CS_MAP","0x0162","CSProtocol.h","2564"
"0x53E3","21475","CS_GUILDARTICLEADD_REQ","CS_MAP","0x0163","CSProtocol.h","2576"
"0x53E4","21476","CS_GUILDARTICLEADD_ACK","CS_MAP","0x0164","CSProtocol.h","2579"
"0x53E5","21477","CS_GUILDARTICLEDEL_REQ","CS_MAP","0x0165","CSProtocol.h","2581"
"0x53E6","21478","CS_GUILDARTICLEDEL_ACK","CS_MAP","0x0166","CSProtocol.h","2583"
"0x53E7","21479","CS_GUILDFAME_REQ","CS_MAP","0x0167","CSProtocol.h","2588"
"0x53E8","21480","CS_GUILDFAME_ACK","CS_MAP","0x0168","CSProtocol.h","2591"
"0x53E9","21481","CS_GUILDARTICLEUPDATE_REQ","CS_MAP","0x0169","CSProtocol.h","2597"
"0x53EA","21482","CS_GUILDARTICLEUPDATE_ACK","CS_MAP","0x016A","CSProtocol.h","2601"
"0x53EB","21483","CS_GUILDWANTEDADD_REQ","CS_MAP","0x016B","CSProtocol.h","2606"
"0x53EC","21484","CS_GUILDWANTEDADD_ACK","CS_MAP","0x016C","CSProtocol.h","2613"
"0x53ED","21485","CS_GUILDWANTEDDEL_REQ","CS_MAP","0x016D","CSProtocol.h","2615"
"0x53EE","21486","CS_GUILDWANTEDDEL_ACK","CS_MAP","0x016E","CSProtocol.h","2617"
"0x53EF","21487","CS_GUILDWANTEDLIST_REQ","CS_MAP","0x016F","CSProtocol.h","2621"
"0x53F0","21488","CS_GUILDWANTEDLIST_ACK","CS_MAP","0x0170","CSProtocol.h","2622"
"0x53F1","21489","CS_GUILDVOLUNTEERING_REQ","CS_MAP","0x0171","CSProtocol.h","2636"
"0x53F2","21490","CS_GUILDVOLUNTEERING_ACK","CS_MAP","0x0172","CSProtocol.h","2638"
"0x53F3","21491","CS_GUILDVOLUNTEERINGDEL_REQ","CS_MAP","0x0173","CSProtocol.h","2640"
"0x53F4","21492","CS_GUILDVOLUNTEERINGDEL_ACK","CS_MAP","0x0174","CSProtocol.h","2641"
"0x53F5","21493","CS_GUILDVOLUNTEERLIST_REQ","CS_MAP","0x0175","CSProtocol.h","2645"
"0x53F6","21494","CS_GUILDVOLUNTEERLIST_ACK","CS_MAP","0x0176","CSProtocol.h","2646"
"0x53F7","21495","CS_GUILDVOLUNTEERREPLY_REQ","CS_MAP","0x0177","CSProtocol.h","2657"
"0x53F8","21496","CS_GUILDVOLUNTEERREPLY_ACK","CS_MAP","0x0178","CSProtocol.h","2660"
"0x53F9","21497","CS_GUILDTACTICSWANTEDADD_REQ","CS_MAP","0x0179","CSProtocol.h","2665"
"0x53FA","21498","CS_GUILDTACTICSWANTEDADD_ACK","CS_MAP","0x017A","CSProtocol.h","2676"
"0x53FB","21499","CS_GUILDTACTICSWANTEDDEL_REQ","CS_MAP","0x017B","CSProtocol.h","2678"
"0x53FC","21500","CS_GUILDTACTICSWANTEDDEL_ACK","CS_MAP","0x017C","CSProtocol.h","2681"
"0x53FD","21501","CS_GUILDTACTICSWANTEDLIST_REQ","CS_MAP","0x017D","CSProtocol.h","2685"
"0x53FE","21502","CS_GUILDTACTICSWANTEDLIST_ACK","CS_MAP","0x017E","CSProtocol.h","2686"
"0x53FF","21503","CS_GUILDTACTICSVOLUNTEERING_REQ","CS_MAP","0x017F","CSProtocol.h","2706"
"0x5400","21504","CS_GUILDTACTICSVOLUNTEERING_ACK","CS_MAP","0x0180","CSProtocol.h","2708"
"0x5401","21505","CS_GUILDTACTICSVOLUNTEERINGDEL_REQ","CS_MAP","0x0181","CSProtocol.h","2710"
"0x5402","21506","CS_GUILDTACTICSVOLUNTEERINGDEL_ACK","CS_MAP","0x0182","CSProtocol.h","2711"
"0x5403","21507","CS_GUILDTACTICSVOLUNTEERLIST_REQ","CS_MAP","0x0183","CSProtocol.h","2715"
"0x5404","21508","CS_GUILDTACTICSVOLUNTEERLIST_ACK","CS_MAP","0x0184","CSProtocol.h","2716"
"0x5405","21509","CS_GUILDTACTICSREPLY_REQ","CS_MAP","0x0185","CSProtocol.h","2732"
"0x5406","21510","CS_GUILDTACTICSREPLY_ACK","CS_MAP","0x0186","CSProtocol.h","2735"
"0x5407","21511","CS_GUILDTACTICSKICKOUT_REQ","CS_MAP","0x0187","CSProtocol.h","2739"
"0x5408","21512","CS_GUILDTACTICSKICKOUT_ACK","CS_MAP","0x0188","CSProtocol.h","2741"
"0x5409","21513","CS_SKILLINIT_REQ","CS_MAP","0x0189","CSProtocol.h","2746"
"0x540A","21514","CS_SKILLINIT_ACK","CS_MAP","0x018A","CSProtocol.h","2750"
"0x540B","21515","CS_SKILLLIST_ACK","CS_MAP","0x018B","CSProtocol.h","2753"
"0x540C","21516","CS_SKILLINITPOSSIBLE_REQ","CS_MAP","0x018C","CSProtocol.h","2765"
"0x540D","21517","CS_SKILLINITPOSSIBLE_ACK","CS_MAP","0x018D","CSProtocol.h","2768"
"0x540E","21518","CS_HELMETHIDE_REQ","CS_MAP","0x018E","CSProtocol.h","2773"
"0x540F","21519","CS_HELMETHIDE_ACK","CS_MAP","0x018F","CSProtocol.h","2775"
"0x5410","21520","CS_PARTYMEMBERRECALL_REQ","CS_MAP","0x0190","CSProtocol.h","2778"
"0x5411","21521","CS_PARTYMEMBERRECALL_ACK","CS_MAP","0x0191","CSProtocol.h","2782"
"0x5412","21522","CS_CASHITEMCABINET_REQ","CS_MAP","0x0192","CSProtocol.h","2787"
"0x5413","21523","CS_CASHITEMCABINET_ACK","CS_MAP","0x0193","CSProtocol.h","2788"
"0x5414","21524","CS_CASHITEMGET_REQ","CS_MAP","0x0194","CSProtocol.h","2812"
"0x5415","21525","CS_CASHITEMGET_ACK","CS_MAP","0x0195","CSProtocol.h","2816"
"0x5416","21526","CS_CASHSHOPITEMLIST_REQ","CS_MAP","0x0196","CSProtocol.h","2820"
"0x5417","21527","CS_CASHSHOPITEMLIST_ACK","CS_MAP","0x0197","CSProtocol.h","2822"
"0x5418","21528","CS_CASHITEMBUY_REQ","CS_MAP","0x0198","CSProtocol.h","2854"
"0x5419","21529","CS_CASHITEMBUY_ACK","CS_MAP","0x0199","CSProtocol.h","2858"
"0x541A","21530","CS_SOULMATE_REQ","CS_MAP","0x019A","CSProtocol.h","2863"
"0x541B","21531","CS_SOULMATE_ACK","CS_MAP","0x019B","CSProtocol.h","2864"
"0x541C","21532","CS_SOULMATESEARCH_REQ","CS_MAP","0x019C","CSProtocol.h","2867"
"0x541D","21533","CS_SOULMATESEARCH_ACK","CS_MAP","0x019D","CSProtocol.h","2870"
"0x541E","21534","CS_SOULMATEREG_REQ","CS_MAP","0x019E","CSProtocol.h","2873"
"0x541F","21535","CS_SOULMATEREG_ACK","CS_MAP","0x019F","CSProtocol.h","2875"
"0x5420","21536","CS_SOULMATEEND_REQ","CS_MAP","0x01A0","CSProtocol.h","2880"
"0x5421","21537","CS_SOULMATEEND_ACK","CS_MAP","0x01A1","CSProtocol.h","2881"
"0x5422","21538","CS_SOULMATEREGREADY_REQ","CS_MAP","0x01A2","CSProtocol.h","2883"
"0x5423","21539","CS_SOULMATEREGREADY_ACK","CS_MAP","0x01A3","CSProtocol.h","2885"
"0x5424","21540","CS_GAMBLECHECK_REQ","CS_MAP","0x01A4","CSProtocol.h","2888"
"0x5425","21541","CS_GAMBLECHECK_ACK","CS_MAP","0x01A5","CSProtocol.h","2892"
"0x5426","21542","CS_GAMBLEOPEN_REQ","CS_MAP","0x01A6","CSProtocol.h","2898"
"0x5427","21543","CS_GAMBLEOPEN_ACK","CS_MAP","0x01A7","CSProtocol.h","2904"
"0x5428","21544","CS_ADDGODTOWER_ACK","CS_MAP","0x01A8","CSProtocol.h","2930"
"0x5429","21545","CS_DELGODTOWER_ACK","CS_MAP","0x01A9","CSProtocol.h","2938"
"0x542A","21546","CS_ADDGODBALL_ACK","CS_MAP","0x01AA","CSProtocol.h","2941"
"0x542B","21547","CS_DELGODBALL_ACK","CS_MAP","0x01AB","CSProtocol.h","2948"
"0x542C","21548","CS_TAKEGODBALL_REQ","CS_MAP","0x01AC","CSProtocol.h","2951"
"0x542D","21549","CS_TAKEGODBALL_ACK","CS_MAP","0x01AD","CSProtocol.h","2954"
"0x542E","21550","CS_REMOVEGODBALL_ACK","CS_MAP","0x01AE","CSProtocol.h","2958"
"0x542F","21551","CS_DROPGODBALL_ACK","CS_MAP","0x01AF","CSProtocol.h","2961"
"0x5430","21552","CS_MOUNTGODBALL_REQ","CS_MAP","0x01B0","CSProtocol.h","2969"
"0x5431","21553","CS_MOUNTGODBALL_ACK","CS_MAP","0x01B1","CSProtocol.h","2972"
"0x5432","21554","CS_DEMOUNTGODBALL_REQ","CS_MAP","0x01B2","CSProtocol.h","2978"
"0x5433","21555","CS_DEMOUNTGODBALL_ACK","CS_MAP","0x01B3","CSProtocol.h","2981"
"0x5434","21556","CS_BALANCEOFPOWER_ACK","CS_MAP","0x01B4","CSProtocol.h","2985"
"0x5435","21557","CS_PARTYMEMBERRECALLANS_REQ","CS_MAP","0x01B5","CSProtocol.h","2999"
"0x5436","21558","CS_PARTYMEMBERRECALLANS_ACK","CS_MAP","0x01B6","CSProtocol.h","3004"
"0x5437","21559","CS_CASHITEMPRESENT_REQ","CS_MAP","0x01B7","CSProtocol.h","3008"
"0x5438","21560","CS_CASHITEMPRESENT_ACK","CS_MAP","0x01B8","CSProtocol.h","3011"
"0x5439","21561","CS_RESETPCBANG_ACK","CS_MAP","0x01B9","CSProtocol.h","3015"
"0x543A","21562","CS_DURATIONDEC_ACK","CS_MAP","0x01BA","CSProtocol.h","3018"
"0x543B","21563","CS_DURATIONEND_ACK","CS_MAP","0x01BB","CSProtocol.h","3022"
"0x543C","21564","CS_DURATIONREP_REQ","CS_MAP","0x01BC","CSProtocol.h","3026"
"0x543D","21565","CS_DURATIONREPCOST_ACK","CS_MAP","0x01BD","CSProtocol.h","3034"
"0x543E","21566","CS_DURATIONREP_ACK","CS_MAP","0x01BE","CSProtocol.h","3037"
"0x543F","21567","CS_REFINE_REQ","CS_MAP","0x01BF","CSProtocol.h","3046"
"0x5440","21568","CS_REFINECOST_ACK","CS_MAP","0x01C0","CSProtocol.h","3058"
"0x5441","21569","CS_REFINE_ACK","CS_MAP","0x01C1","CSProtocol.h","3061"
"0x5442","21570","CS_RESETCOOLTIME_ACK","CS_MAP","0x01C2","CSProtocol.h","3083"
"0x5443","21571","CS_ACTEND_REQ","CS_MAP","0x01C3","CSProtocol.h","3085"
"0x5444","21572","CS_CASHCABINETBUY_REQ","CS_MAP","0x01C4","CSProtocol.h","3086"
"0x5445","21573","CS_CASHCABINETBUY_ACK","CS_MAP","0x01C5","CSProtocol.h","3088"
"0x5446","21574","CS_CASHITEMPUTIN_REQ","CS_MAP","0x01C6","CSProtocol.h","3093"
"0x5447","21575","CS_CASHITEMPUTIN_ACK","CS_MAP","0x01C7","CSProtocol.h","3096"
"0x5448","21576","CS_CASHCABINETBUYCASH_ACK","CS_MAP","0x01C8","CSProtocol.h","3117"
"0x5449","21577","CS_CHANGENAME_REQ","CS_MAP","0x01C9","CSProtocol.h","3119"
"0x544A","21578","CS_CHANGECHARBASE_ACK","CS_MAP","0x01CA","CSProtocol.h","3123"
"0x544B","21579","CS_STOPTHECLOCK_REQ","CS_MAP","0x01CB","CSProtocol.h","3129"
"0x544C","21580","CS_STOPTHECLOCK_ACK","CS_MAP","0x01CC","CSProtocol.h","3133"
"0x544D","21581","CS_HEROSELECT_REQ","CS_MAP","0x01CD","CSProtocol.h","3137"
"0x544E","21582","CS_HEROSELECT_ACK","CS_MAP","0x01CE","CSProtocol.h","3140"
"0x544F","21583","CS_HEROLIST_REQ","CS_MAP","0x01CF","CSProtocol.h","3142"
"0x5450","21584","CS_HEROLIST_ACK","CS_MAP","0x01D0","CSProtocol.h","3143"
"0x5451","21585","CS_SYSTEMMSG_ACK","CS_MAP","0x01D1","CSProtocol.h","3154"
"0x5452","21586","CS_TERMINATE_REQ","CS_MAP","0x01D2","CSProtocol.h","3157"
"0x5453","21587","CS_OPENMONEY_ACK","CS_MAP","0x01D3","CSProtocol.h","3158"
"0x5454","21588","CS_RELAYCONNECT_ACK","CS_MAP","0x01D4","CSProtocol.h","3164"
"0x5455","21589","CS_RELAYCHARDATA_REQ","CS_MAP","0x01D5","CSProtocol.h","3167"
"0x5456","21590","CS_RELAYCHARDATA_ACK","CS_MAP","0x01D6","CSProtocol.h","3171"
"0x5457","21591","CS_RELAYPROTECTEDLIST_REQ","CS_MAP","0x01D7","CSProtocol.h","3173"
"0x5458","21592","CS_RELAYPROTECTEDADD_REQ","CS_MAP","0x01D8","CSProtocol.h","3179"
"0x5459","21593","CS_RELAYPROTECTEDDEL_REQ","CS_MAP","0x01D9","CSProtocol.h","3182"
"0x545A","21594","CS_CHECKRELAY_REQ","CS_MAP","0x01DA","CSProtocol.h","3184"
"0x545B","21595","CS_RELAYPROTECTEDOPTION_REQ","CS_MAP","0x01DB","CSProtocol.h","3185"
"0x5460","21600","CS_COMMENT_REQ","CS_MAP","0x01E0","CSProtocol.h","3191"
"0x5461","21601","CS_COMMENT_ACK","CS_MAP","0x01E1","CSProtocol.h","3193"
"0x5462","21602","CS_PVPPOINT_ACK","CS_MAP","0x01E2","CSProtocol.h","3196"
"0x5463","21603","CS_GUILDPOINTLOG_REQ","CS_MAP","0x01E3","CSProtocol.h","3200"
"0x5464","21604","CS_GUILDPOINTLOG_ACK","CS_MAP","0x01E4","CSProtocol.h","3201"
"0x5465","21605","CS_GUILDPOINTREWARD_REQ","CS_MAP","0x01E5","CSProtocol.h","3208"
"0x5466","21606","CS_GUILDPOINTREWARD_ACK","CS_MAP","0x01E6","CSProtocol.h","3212"
"0x5467","21607","CS_GUILDPVPRECORD_REQ","CS_MAP","0x01E7","CSProtocol.h","3215"
"0x5468","21608","CS_GUILDPVPRECORD_ACK","CS_MAP","0x01E8","CSProtocol.h","3216"
"0x5469","21609","CS_PVPRECORD_REQ","CS_MAP","0x01E9","CSProtocol.h","3236"
"0x546A","21610","CS_PVPRECORD_ACK","CS_MAP","0x01EA","CSProtocol.h","3238"
"0x546B","21611","CS_ENDWAR_ACK","CS_MAP","0x01EB","CSProtocol.h","3257"
"0x546C","21612","CS_NPCMONSTERLIST_ACK","CS_MAP","0x01EC","CSProtocol.h","3270"
"0x546D","21613","CS_MONSTERBUY_REQ","CS_MAP","0x01ED","CSProtocol.h","3271"
"0x546E","21614","CS_MONSTERBUY_ACK","CS_MAP","0x01EE","CSProtocol.h","3272"
"0x546F","21615","CS_ENTERCASTLE_ACK","CS_MAP","0x01EF","CSProtocol.h","3274"
"0x5470","21616","CS_LEAVECASTLE_ACK","CS_MAP","0x01F0","CSProtocol.h","3277"
"0x5471","21617","CS_WARP_ACK","CS_MAP","0x01F1","CSProtocol.h","3278"
"0x5472","21618","CS_PROTECTEDOPTION_REQ","CS_MAP","0x01F2","CSProtocol.h","3285"
"0x5473","21619","CS_FRIENDLIST_REQ","CS_MAP","0x01F3","CSProtocol.h","3288"
"0x5474","21620","CS_ITEMCHANGE_REQ","CS_MAP","0x01F4","CSProtocol.h","3289"
"0x5475","21621","CS_ITEMCHANGE_ACK","CS_MAP","0x01F5","CSProtocol.h","3292"
"0x5476","21622","CS_COUNTDOWN_REQ","CS_MAP","0x01F6","CSProtocol.h","3296"
